Product_URL,Product_Name,Seller,Seller_Product_URL,Availability,Price,Shipping,Currency
https://pangoly.com/en/product/pny-geforce-rtx-5050-dual-fan,PNY GeForce RTX 5050 Dual Fan53rd / 101,B&H Photo Video,https://www.bhphotovideo.com/c/product/1910766-REG/pny_vcg50508dfxpb1_geforce_rtx_5050_8gb.html/BI/21936/KBID/28297,In Stock,249.99,+Free,USD
https://pangoly.com/en/product/zotac-geforce-rtx-5050-solo,Zotac GeForce RTX 5050 Solo53rd / 101,Newegg,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3dN82E16814500625%26ignorebbr%3d1,In Stock,249.99,+Free,USD
https://pangoly.com/en/product/zotac-geforce-rtx-5050-solo,Zotac GeForce RTX 5050 Solo53rd / 101,BestBuy,https://bestbuy.7tiv.net/c/2632153/2711001/10014?prodsku=11021739&u=https%3A%2F%2Fwww.bestbuy.com%2Fproduct%2Fzotac-solo-geforce-rtx-5050-8gb-gddr6-pci-express-5-0-x8-atx-graphics-card-geforce-rtx-5050-solo-zt-b50500g-10l%2FJ3GTZ3F9QX&intsrc=CATF_21610,In Stock,284.62,-,USD
https://pangoly.com/en/product/zotac-geforce-rtx-5050-twin-edge-oc,Zotac GeForce RTX 5050 Twin Edge OC53rd / 101,Newegg,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3dN82E16814500626%26ignorebbr%3d1,In Stock,249.99,+Free,USD
https://pangoly.com/en/product/zotac-geforce-rtx-5050-twin-edge-oc,Zotac GeForce RTX 5050 Twin Edge OC53rd / 101,BestBuy,https://bestbuy.7tiv.net/c/2632153/2711001/10014?prodsku=11021753&u=https%3A%2F%2Fwww.bestbuy.com%2Fproduct%2Fzotac-twin-edge-oc-rtx-5050-8gb-gddr6-pcie-5-0-x8-atx-gpu%2FJ3GTZ3F9RH&intsrc=CATF_21610,In Stock,296.29,-,USD
https://pangoly.com/en/product/gigabyte-geforce-rtx-5050-oc-low-profile,Gigabyte GeForce RTX 5050 OC Low Profile53rd / 101,Newegg,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3dN82E16814932817%26ignorebbr%3d1,In Stock,249.99,+Free,USD
https://pangoly.com/en/product/gigabyte-geforce-rtx-5050-oc-low-profile,Gigabyte GeForce RTX 5050 OC Low Profile53rd / 101,BestBuy,https://bestbuy.7tiv.net/c/2632153/2711001/10014?prodsku=6638852&u=https%3A%2F%2Fwww.bestbuy.com%2Fproduct%2Fgigabyte-geforce-rtx-5050-oc-low-profile-8gb-gddr6-pci-express-5-0-graphics-card-with-up-to-4-display-support-black%2FJ3ZW9X7YGW&intsrc=CATF_21610,In Stock,259.99,-,USD
https://pangoly.com/en/product/gigabyte-geforce-rtx-5050-windforce-oc,Gigabyte GeForce RTX 5050 WINDFORCE OC53rd / 101,Newegg,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3dN82E16814932816%26ignorebbr%3d1,In Stock,249.99,+Free,USD
https://pangoly.com/en/product/gigabyte-geforce-rtx-5050-windforce-oc,Gigabyte GeForce RTX 5050 WINDFORCE OC53rd / 101,BestBuy,https://bestbuy.7tiv.net/c/2632153/2711001/10014?prodsku=6638853&u=https%3A%2F%2Fwww.bestbuy.com%2Fproduct%2Fgigabyte-geforce-rtx-5050-windforce-oc-8gb-gddr6-pci-express-5-0-graphics-card-black%2FJ3ZW9X7YLY&intsrc=CATF_21610,In Stock,249.99,-,USD
https://pangoly.com/en/product/asus-dual-geforce-rtx-5050,ASUS Dual GeForce RTX 505053rd / 101,Newegg,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3dN82E16814126811%26ignorebbr%3d1,In Stock,249.99,+Free,USD
https://pangoly.com/en/product/asus-dual-geforce-rtx-5050,ASUS Dual GeForce RTX 505053rd / 101,BestBuy,https://bestbuy.7tiv.net/c/2632153/2711001/10014?prodsku=6638641&u=https%3A%2F%2Fwww.bestbuy.com%2Fproduct%2Fasus-dual-nvidia-geforce-rtx-5050-8gb-gddr7-pci-express-5-0-graphics-card-black%2FJJGHGPPPHQ&intsrc=CATF_21610,In Stock,249.99,-,USD
https://pangoly.com/en/product/msi-geforce-rtx-5050-8g-shadow-2x-oc,MSI GeForce RTX 5050 8G SHADOW 2X OC53rd / 101,MSI,https://msi.pxf.io/c/2632153/1986809/23099?prodsku=2721&u=https%3A%2F%2Fus-store.msi.com%2FGraphics-Cards%2FNVIDIA-GPU%3Fproduct_id%3D2721&intsrc=CATF_16410,In Stock,249.99,+Free,USD
https://pangoly.com/en/product/msi-geforce-rtx-5050-8g-shadow-2x-oc,MSI GeForce RTX 5050 8G SHADOW 2X OC53rd / 101,BestBuy,https://bestbuy.7tiv.net/c/2632153/2711001/10014?prodsku=6638594&u=https%3A%2F%2Fwww.bestbuy.com%2Fproduct%2Fmsi-nvidia-geforce-rtx-5050-8g-shadow-2x-oc-8gb-gddr6-pci-express-gen-5-graphics-card-black%2FJ3P7TXHJLS&intsrc=CATF_21610,In Stock,249.99,-,USD
https://pangoly.com/en/product/msi-geforce-rtx-5050-8g-shadow-2x-oc,MSI GeForce RTX 5050 8G SHADOW 2X OC53rd / 101,Newegg,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3dN82E16814137982%26ignorebbr%3d1,Out of Stock,249.99,+Free,USD
https://pangoly.com/en/product/asus-dual-geforce-rtx-5050-oc-edition,ASUS Dual GeForce RTX 5050 OC Edition53rd / 101,BestBuy,https://bestbuy.7tiv.net/c/2632153/2711001/10014?prodsku=6638643&u=https%3A%2F%2Fwww.bestbuy.com%2Fproduct%2Fasus-dual-nvidia-geforce-rtx-5050-oc-edition-8gb-gddr7-pci-express-5-0-graphics-card-black%2FJJGHGPPPHJ&intsrc=CATF_21610,In Stock,249.99,-,USD
